Ref_Date,GEO,Value
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",792
2010,"North Grenville, Ontario",668
2011,"North Grenville, Ontario",869
2012,"North Grenville, Ontario",884
2013,"North Grenville, Ontario",757
2009,"North Grenville, Ontario",..
2010,"North Grenville, Ontario",..
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
2013,"North Grenville, Ontario",..
2009,"North Perth, Ontario",501
2010,"North Perth, Ontario",504
2011,"North Perth, Ontario",510
2012,"North Perth, Ontario",527
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",594
2010,"North Perth, Ontario",588
2011,"North Perth, Ontario",581
2012,"North Perth, Ontario",630
2013,"North Perth, Ontario",589
2009,"North Perth, Ontario",706
2010,"North Perth, Ontario",689
2011,"North Perth, Ontario",703
2012,"North Perth, Ontario",707
2013,"North Perth, Ontario",711
2009,"North Perth, Ontario",772
2010,"North Perth, Ontario",801
2011,"North Perth, Ontario",781
2012,"North Perth, Ontario",806
2013,"North Perth, Ontario",801
2009,"North Perth, Ontario",..
2010,"North Perth, Ontario",..
2011,"North Perth, Ontario",..
2012,"North Perth, Ontario",..
2013,"North Perth, Ontario",..
2009,"North Perth, Ontario",..
2010,"North Perth, Ontario",..
2011,"North Perth, Ontario",..
2012,"North Perth, Ontario",..
2013,"North Perth, Ontario",..
2009,"North Perth, Ontario",F
2010,"North Perth, Ontario",..
2011,"North Perth, Ontario",..
2012,"North Perth, Ontario",..
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",F
2010,"North Perth, Ontario",F
2011,"North Perth, Ontario",..
2012,"North Perth, Ontario",..
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",501
2010,"North Perth, Ontario",504
2011,"North Perth, Ontario",510
2012,"North Perth, Ontario",527
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",594
2010,"North Perth, Ontario",588
2011,"North Perth, Ontario",581
2012,"North Perth, Ontario",630
2013,"North Perth, Ontario",589
2009,"North Perth, Ontario",703
2010,"North Perth, Ontario",689
2011,"North Perth, Ontario",703
2012,"North Perth, Ontario",707
2013,"North Perth, Ontario",711
2009,"North Perth, Ontario",760
2010,"North Perth, Ontario",770
2011,"North Perth, Ontario",781
2012,"North Perth, Ontario",806
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",501
2010,"North Perth, Ontario",504
2011,"North Perth, Ontario",510
2012,"North Perth, Ontario",527
2013,"North Perth, Ontario",F
2009,"North Perth, Ontario",596
2010,"North Perth, Ontario",590
2011,"North Perth, Ontario",581
2012,"North Perth, Ontario",624
2013,"North Perth, Ontario",593
2009,"North Perth, Ontario",685
2010,"North Perth, Ontario",676
2011,"North Perth, Ontario",683
2012,"North Perth, Ontario",696
2013,"North Perth, Ontario",681
2009,"North Perth, Ontario",760
2010,"North Perth, Ontario",770
2011,"North Perth, Ontario",781
2012,"North Perth, Ontario",806
2013,"North Perth, Ontario",F
2009,"Orillia, Ontario",602
2010,"Orillia, Ontario",634
2011,"Orillia, Ontario",610
2012,"Orillia, Ontario",621
2013,"Orillia, Ontario",642
2009,"Orillia, Ontario",717
2010,"Orillia, Ontario",774
2011,"Orillia, Ontario",769
2012,"Orillia, Ontario",766
2013,"Orillia, Ontario",777
2009,"Orillia, Ontario",835
2010,"Orillia, Ontario",857
2011,"Orillia, Ontario",872
2012,"Orillia, Ontario",871
2013,"Orillia, Ontario",894
2009,"Orillia, Ontario",934
2010,"Orillia, Ontario",1001
2011,"Orillia, Ontario",958
2012,"Orillia, Ontario",1005
2013,"Orillia, Ontario",1029
2009,"Orillia, Ontario",..
2010,"Orillia, Ontario",..
2011,"Orillia, Ontario",..
2012,"Orillia, Ontario",..
2013,"Orillia, Ontario",..
2009,"Orillia, Ontario",..
2010,"Orillia, Ontario",..
2011,"Orillia, Ontario",..
2012,"Orillia, Ontario",..
2013,"Orillia, Ontario",..
2009,"Orillia, Ontario",F
2010,"Orillia, Ontario",F
2011,"Orillia, Ontario",F
2012,"Orillia, Ontario",..
2013,"Orillia, Ontario",F
2009,"Orillia, Ontario",986
2010,"Orillia, Ontario",1021
2011,"Orillia, Ontario",F
2012,"Orillia, Ontario",F
2013,"Orillia, Ontario",F
2009,"Orillia, Ontario",602
2010,"Orillia, Ontario",634
2011,"Orillia, Ontario",610
2012,"Orillia, Ontario",621
2013,"Orillia, Ontario",642
2009,"Orillia, Ontario",717
2010,"Orillia, Ontario",774
2011,"Orillia, Ontario",769
2012,"Orillia, Ontario",766
2013,"Orillia, Ontario",777
2009,"Orillia, Ontario",835
2010,"Orillia, Ontario",858
2011,"Orillia, Ontario",873
2012,"Orillia, Ontario",871
2013,"Orillia, Ontario",896
2009,"Orillia, Ontario",868
2010,"Orillia, Ontario",937
2011,"Orillia, Ontario",941
2012,"Orillia, Ontario",1032
2013,"Orillia, Ontario",1052
2009,"Orillia, Ontario",618
2010,"Orillia, Ontario",628
2011,"Orillia, Ontario",653
2012,"Orillia, Ontario",664
2013,"Orillia, Ontario",680
2009,"Orillia, Ontario",730
2010,"Orillia, Ontario",794
2011,"Orillia, Ontario",796
2012,"Orillia, Ontario",788
2013,"Orillia, Ontario",796
2009,"Orillia, Ontario",840
2010,"Orillia, Ontario",872
2011,"Orillia, Ontario",883
2012,"Orillia, Ontario",883
2013,"Orillia, Ontario",906
2009,"Orillia, Ontario",875
2010,"Orillia, Ontario",978
2011,"Orillia, Ontario",966
2012,"Orillia, Ontario",1021
2013,"Orillia, Ontario",1056
2009,"Oshawa, Ontario",637
2010,"Oshawa, Ontario",659
2011,"Oshawa, Ontario",669
2012,"Oshawa, Ontario",684
2013,"Oshawa, Ontario",713
2009,"Oshawa, Ontario",782
2010,"Oshawa, Ontario",805
2011,"Oshawa, Ontario",819
2012,"Oshawa, Ontario",839
2013,"Oshawa, Ontario",874
2009,"Oshawa, Ontario",900
2010,"Oshawa, Ontario",904
2011,"Oshawa, Ontario",941
2012,"Oshawa, Ontario",940
2013,"Oshawa, Ontario",986
2009,"Oshawa, Ontario",1063
2010,"Oshawa, Ontario",1073
2011,"Oshawa, Ontario",1100
2012,"Oshawa, Ontario",1123
2013,"Oshawa, Ontario",1182
2009,"Oshawa, Ontario",..
2010,"Oshawa, Ontario",..
2011,"Oshawa, Ontario",..
2012,"Oshawa, Ontario",..
2013,"Oshawa, Ontario",..
2009,"Oshawa, Ontario",F
2010,"Oshawa, Ontario",F
2011,"Oshawa, Ontario",F
2012,"Oshawa, Ontario",F
2013,"Oshawa, Ontario",F
2009,"Oshawa, Ontario",955
2010,"Oshawa, Ontario",1003
2011,"Oshawa, Ontario",1036
2012,"Oshawa, Ontario",F
2013,"Oshawa, Ontario",F
2009,"Oshawa, Ontario",1088
2010,"Oshawa, Ontario",1116
2011,"Oshawa, Ontario",1127
2012,"Oshawa, Ontario",1193
2013,"Oshawa, Ontario",1241
2009,"Oshawa, Ontario",637
2010,"Oshawa, Ontario",659
2011,"Oshawa, Ontario",669
2012,"Oshawa, Ontario",684
2013,"Oshawa, Ontario",713
2009,"Oshawa, Ontario",785
2010,"Oshawa, Ontario",804
2011,"Oshawa, Ontario",819
2012,"Oshawa, Ontario",839
2013,"Oshawa, Ontario",874
2009,"Oshawa, Ontario",900
2010,"Oshawa, Ontario",903
2011,"Oshawa, Ontario",941
2012,"Oshawa, Ontario",939
2013,"Oshawa, Ontario",985
2009,"Oshawa, Ontario",1035
2010,"Oshawa, Ontario",1032
2011,"Oshawa, Ontario",1074
2012,"Oshawa, Ontario",1053
2013,"Oshawa, Ontario",1126
2009,"Oshawa, Ontario",649
2010,"Oshawa, Ontario",664
2011,"Oshawa, Ontario",676
2012,"Oshawa, Ontario",694
2013,"Oshawa, Ontario",726
2009,"Oshawa, Ontario",792
2010,"Oshawa, Ontario",808
2011,"Oshawa, Ontario",825
2012,"Oshawa, Ontario",844
2013,"Oshawa, Ontario",882
2009,"Oshawa, Ontario",905
2010,"Oshawa, Ontario",907
2011,"Oshawa, Ontario",947
2012,"Oshawa, Ontario",944
2013,"Oshawa, Ontario",992
2009,"Oshawa, Ontario",1045
2010,"Oshawa, Ontario",1037
2011,"Oshawa, Ontario",1084
2012,"Oshawa, Ontario",1060
2013,"Oshawa, Ontario",1138
2009,"Ottawa-Gatineau, Ontario/Quebec",662
2010,"Ottawa-Gatineau, Ontario/Quebec",691
2011,"Ottawa-Gatineau, Ontario/Quebec",700
2012,"Ottawa-Gatineau, Ontario/Quebec",727
2013,"Ottawa-Gatineau, Ontario/Quebec",737
2009,"Ottawa-Gatineau, Ontario/Quebec",812
2010,"Ottawa-Gatineau, Ontario/Quebec",836
2011,"Ottawa-Gatineau, Ontario/Quebec",854
2012,"Ottawa-Gatineau, Ontario/Quebec",877
2013,"Ottawa-Gatineau, Ontario/Quebec",884
2009,"Ottawa-Gatineau, Ontario/Quebec",930
2010,"Ottawa-Gatineau, Ontario/Quebec",947
2011,"Ottawa-Gatineau, Ontario/Quebec",977
2012,"Ottawa-Gatineau, Ontario/Quebec",992
2013,"Ottawa-Gatineau, Ontario/Quebec",1009
2009,"Ottawa-Gatineau, Ontario/Quebec",1091
2010,"Ottawa-Gatineau, Ontario/Quebec",1096
2011,"Ottawa-Gatineau, Ontario/Quebec",1135
2012,"Ottawa-Gatineau, Ontario/Quebec",1159
2013,"Ottawa-Gatineau, Ontario/Quebec",1173
2009,"Ottawa-Gatineau, Ontario/Quebec",F
2010,"Ottawa-Gatineau, Ontario/Quebec",F
2011,"Ottawa-Gatineau, Ontario/Quebec",F
2012,"Ottawa-Gatineau, Ontario/Quebec",F
2013,"Ottawa-Gatineau, Ontario/Quebec",F
2009,"Ottawa-Gatineau, Ontario/Quebec",827
2010,"Ottawa-Gatineau, Ontario/Quebec",885
2011,"Ottawa-Gatineau, Ontario/Quebec",899
2012,"Ottawa-Gatineau, Ontario/Quebec",888
2013,"Ottawa-Gatineau, Ontario/Quebec",909
2009,"Ottawa-Gatineau, Ontario/Quebec",1033
2010,"Ottawa-Gatineau, Ontario/Quebec",1057
2011,"Ottawa-Gatineau, Ontario/Quebec",1077
2012,"Ottawa-Gatineau, Ontario/Quebec",1105
2013,"Ottawa-Gatineau, Ontario/Quebec",1111
2009,"Ottawa-Gatineau, Ontario/Quebec",1168
2010,"Ottawa-Gatineau, Ontario/Quebec",1170
2011,"Ottawa-Gatineau, Ontario/Quebec",1208
2012,"Ottawa-Gatineau, Ontario/Quebec",1245
2013,"Ottawa-Gatineau, Ontario/Quebec",1269
2009,"Ottawa-Gatineau, Ontario/Quebec",662
2010,"Ottawa-Gatineau, Ontario/Quebec",691
2011,"Ottawa-Gatineau, Ontario/Quebec",700
2012,"Ottawa-Gatineau, Ontario/Quebec",727
2013,"Ottawa-Gatineau, Ontario/Quebec",737
2009,"Ottawa-Gatineau, Ontario/Quebec",812
2010,"Ottawa-Gatineau, Ontario/Quebec",836
2011,"Ottawa-Gatineau, Ontario/Quebec",854
2012,"Ottawa-Gatineau, Ontario/Quebec",877
2013,"Ottawa-Gatineau, Ontario/Quebec",884
2009,"Ottawa-Gatineau, Ontario/Quebec",924
2010,"Ottawa-Gatineau, Ontario/Quebec",940
2011,"Ottawa-Gatineau, Ontario/Quebec",972
2012,"Ottawa-Gatineau, Ontario/Quebec",986
2013,"Ottawa-Gatineau, Ontario/Quebec",1003
2009,"Ottawa-Gatineau, Ontario/Quebec",1015
2010,"Ottawa-Gatineau, Ontario/Quebec",1025
2011,"Ottawa-Gatineau, Ontario/Quebec",1063
2012,"Ottawa-Gatineau, Ontario/Quebec",1068
2013,"Ottawa-Gatineau, Ontario/Quebec",1082
2009,"Ottawa-Gatineau, Ontario/Quebec",673
2010,"Ottawa-Gatineau, Ontario/Quebec",695
2011,"Ottawa-Gatineau, Ontario/Quebec",711
2012,"Ottawa-Gatineau, Ontario/Quebec",737
2013,"Ottawa-Gatineau, Ontario/Quebec",746
2009,"Ottawa-Gatineau, Ontario/Quebec",826
2010,"Ottawa-Gatineau, Ontario/Quebec",848
2011,"Ottawa-Gatineau, Ontario/Quebec",867
2012,"Ottawa-Gatineau, Ontario/Quebec",888
2013,"Ottawa-Gatineau, Ontario/Quebec",899
2009,"Ottawa-Gatineau, Ontario/Quebec",942
2010,"Ottawa-Gatineau, Ontario/Quebec",958
2011,"Ottawa-Gatineau, Ontario/Quebec",992
2012,"Ottawa-Gatineau, Ontario/Quebec",1007
2013,"Ottawa-Gatineau, Ontario/Quebec",1024
2009,"Ottawa-Gatineau, Ontario/Quebec",1064
2010,"Ottawa-Gatineau, Ontario/Quebec",1067
2011,"Ottawa-Gatineau, Ontario/Quebec",1116
2012,"Ottawa-Gatineau, Ontario/Quebec",1114
2013,"Ottawa-Gatineau, Ontario/Quebec",1132
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",688
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",715
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",728
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",754
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",766
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",853
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",877
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",899
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",916
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",932
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1029
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1049
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1086
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1115
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1132
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1196
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1210
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1246
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1281
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1304
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",F
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",F
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",F
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",F
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",F
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",848
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",918
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",914
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",903
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",922
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1041
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1066
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1085
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1120
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1130
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1169
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1173
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1212
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1249
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1273
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",688
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",715
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",727
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",754
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",766
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",853
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",877
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",899
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",916
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",932
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1028
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1048
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1086
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1115
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1132
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1249
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1287
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1316
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1357
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1368
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",693
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",717
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",733
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",757
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",770
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",858
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",881
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",903
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",921
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",936
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1034
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1054
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1090
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1117
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1134
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1270
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1300
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1349
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1385
2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",1400
2009,"Owen Sound, Ontario",502
2010,"Owen Sound, Ontario",505
2011,"Owen Sound, Ontario",510
2012,"Owen Sound, Ontario",534
2013,"Owen Sound, Ontario",546
2009,"Owen Sound, Ontario",640
2010,"Owen Sound, Ontario",644
2011,"Owen Sound, Ontario",651
2012,"Owen Sound, Ontario",668
2013,"Owen Sound, Ontario",683
2009,"Owen Sound, Ontario",768
2010,"Owen Sound, Ontario",778
2011,"Owen Sound, Ontario",787
2012,"Owen Sound, Ontario",816
2013,"Owen Sound, Ontario",830
2009,"Owen Sound, Ontario",794
2010,"Owen Sound, Ontario",809
2011,"Owen Sound, Ontario",823
2012,"Owen Sound, Ontario",859
2013,"Owen Sound, Ontario",875
2009,"Owen Sound, Ontario",F
2010,"Owen Sound, Ontario",F
2011,"Owen Sound, Ontario",..
2012,"Owen Sound, Ontario",F
2013,"Owen Sound, Ontario",F
2009,"Owen Sound, Ontario",F
2010,"Owen Sound, Ontario",F
2011,"Owen Sound, Ontario",..
2012,"Owen Sound, Ontario",F
2013,"Owen Sound, Ontario",F
2009,"Owen Sound, Ontario",F
2010,"Owen Sound, Ontario",F
2011,"Owen Sound, Ontario",..
2012,"Owen Sound, Ontario",F
2013,"Owen Sound, Ontario",F
2009,"Owen Sound, Ontario",F
2010,"Owen Sound, Ontario",F
2011,"Owen Sound, Ontario",..
2012,"Owen Sound, Ontario",F
2013,"Owen Sound, Ontario",..
2009,"Owen Sound, Ontario",502
2010,"Owen Sound, Ontario",506
2011,"Owen Sound, Ontario",510
2012,"Owen Sound, Ontario",531
2013,"Owen Sound, Ontario",547
2009,"Owen Sound, Ontario",640
2010,"Owen Sound, Ontario",645
2011,"Owen Sound, Ontario",651
2012,"Owen Sound, Ontario",669
2013,"Owen Sound, Ontario",685
2009,"Owen Sound, Ontario",769
2010,"Owen Sound, Ontario",779
2011,"Owen Sound, Ontario",787
2012,"Owen Sound, Ontario",816
2013,"Owen Sound, Ontario",830
2009,"Owen Sound, Ontario",794
2010,"Owen Sound, Ontario",810
2011,"Owen Sound, Ontario",823
2012,"Owen Sound, Ontario",860
2013,"Owen Sound, Ontario",875
2009,"Owen Sound, Ontario",510
2010,"Owen Sound, Ontario",510
2011,"Owen Sound, Ontario",517
2012,"Owen Sound, Ontario",537
2013,"Owen Sound, Ontario",557
2009,"Owen Sound, Ontario",661
2010,"Owen Sound, Ontario",661
2011,"Owen Sound, Ontario",678
2012,"Owen Sound, Ontario",687
2013,"Owen Sound, Ontario",706
2009,"Owen Sound, Ontario",785
2010,"Owen Sound, Ontario",790
2011,"Owen Sound, Ontario",808
2012,"Owen Sound, Ontario",830
2013,"Owen Sound, Ontario",854
2009,"Owen Sound, Ontario",789
2010,"Owen Sound, Ontario",801
2011,"Owen Sound, Ontario",816
2012,"Owen Sound, Ontario",850
2013,"Owen Sound, Ontario",867
2009,"Pembroke, Ontario",423
2010,"Pembroke, Ontario",516
2011,"Pembroke, Ontario",514
2012,"Pembroke, Ontario",523
2013,"Pembroke, Ontario",566
2009,"Pembroke, Ontario",562
2010,"Pembroke, Ontario",567
2011,"Pembroke, Ontario",590
2012,"Pembroke, Ontario",615
2013,"Pembroke, Ontario",599
2009,"Pembroke, Ontario",664
2010,"Pembroke, Ontario",686
2011,"Pembroke, Ontario",725
2012,"Pembroke, Ontario",735
2013,"Pembroke, Ontario",758
2009,"Pembroke, Ontario",775
2010,"Pembroke, Ontario",777
2011,"Pembroke, Ontario",878
2012,"Pembroke, Ontario",927
2013,"Pembroke, Ontario",903
2009,"Pembroke, Ontario",..
2010,"Pembroke, Ontario",..
2011,"Pembroke, Ontario",..
2012,"Pembroke, Ontario",..
2013,"Pembroke, Ontario",..
2009,"Pembroke, Ontario",F
2010,"Pembroke, Ontario",..
2011,"Pembroke, Ontario",F
2012,"Pembroke, Ontario",F
2013,"Pembroke, Ontario",F
2009,"Pembroke, Ontario",F
2010,"Pembroke, Ontario",F
2011,"Pembroke, Ontario",733
2012,"Pembroke, Ontario",718
2013,"Pembroke, Ontario",742
2009,"Pembroke, Ontario",..
2010,"Pembroke, Ontario",..
2011,"Pembroke, Ontario",F
2012,"Pembroke, Ontario",F
2013,"Pembroke, Ontario",F
2009,"Pembroke, Ontario",423
2010,"Pembroke, Ontario",516
2011,"Pembroke, Ontario",514
2012,"Pembroke, Ontario",523
2013,"Pembroke, Ontario",566
2009,"Pembroke, Ontario",565
2010,"Pembroke, Ontario",567
2011,"Pembroke, Ontario",593
2012,"Pembroke, Ontario",617
2013,"Pembroke, Ontario",602
2009,"Pembroke, Ontario",661
2010,"Pembroke, Ontario",683
2011,"Pembroke, Ontario",725
2012,"Pembroke, Ontario",737
